reconstruction,from,to,length,volume,biomass
corrected,node_174,node_175,0.0694505183591701,1.22084114706269e-05,0.00610420573531347
corrected,node_174,node_176,0.0514856159404661,9.05043762192289e-06,0.00452521881096145
corrected,node_174,node_177,0.0402176377081266,1.00420510911532e-05,0.00502102554557658
corrected,node_190,node_191,0.0536865903528308,1.20194227396645e-05,0.00600971136983223
corrected,node_200,node_201,0.0288704103294109,2.86091411792641e-05,0.014304570589632
corrected,node_141,node_142,0.0340530744813157,6.90619966809619e-06,0.00345309983404809
corrected,node_158,node_159,0.0377245138491759,4.39684861556849e-06,0.00219842430778424
corrected,node_161,node_162,0.0415812617356733,4.84635836069442e-06,0.00242317918034721
corrected,node_163,node_164,0.0539434962623067,1.02857405245298e-05,0.0051428702622649
corrected,node_177,node_178,0.0359384338457647,6.96209942108278e-06,0.00348104971054139
corrected,node_177,node_181,0.0382460792170217,8.30367221782546e-06,0.00415183610891273
corrected,node_191,node_192,0.041140079989204,7.13839002348194e-06,0.00356919501174097
corrected,node_191,node_194,0.025168437776711,5.07002163836435e-06,0.00253501081918218
corrected,node_201,node_202,0.0208551414034851,2.06508294768955e-05,0.0103254147384477
corrected,node_142,node_143,0.0333252150892897,5.44135864812727e-06,0.00272067932406364
corrected,node_142,node_145,0.0576572064465358,8.47562076490826e-06,0.00423781038245413
corrected,node_142,node_146,0.0734671536877269,1.19957554962784e-05,0.00599787774813922
corrected,node_164,node_165,0.0378898426766653,6.70757439958955e-06,0.00335378719979477
corrected,node_178,node_179,0.049980255279056,7.10210777721835e-06,0.00355105388860918
corrected,node_181,node_182,0.0226172473699676,4.31257063308196e-06,0.00215628531654098
corrected,node_192,node_193,0.0358399943129502,4.17720503985553e-06,0.00208860251992776
corrected,node_194,node_195,0.0412517853696473,7.30273339596672e-06,0.00365136669798336
corrected,node_202,node_203,0.0520723005002181,3.20677266747476e-05,0.0160338633373738
corrected,node_202,node_223,0.0580264055173991,5.69735262518319e-05,0.028486763125916
corrected,node_143,node_144,0.0335051728669741,3.90507810182836e-06,0.00195253905091418
corrected,node_146,node_147,0.0296722589280343,3.45834623900309e-06,0.00172917311950154
corrected,node_165,node_166,0.0404032678994726,5.4349941132045e-06,0.00271749705660225
corrected,node_165,node_167,0.050414392551835,7.57922772982332e-06,0.00378961386491166
corrected,node_179,node_180,0.051502541601938,6.00269839516264e-06,0.00300134919758132
corrected,node_182,node_183,0.0696896803276357,9.83939252663371e-06,0.00491969626331686
corrected,node_182,node_184,0.037273602770521,6.273820562667e-06,0.0031369102813335
corrected,node_195,node_196,0.0371199925025744,4.99333225311512e-06,0.00249666612655756
corrected,node_195,node_197,0.0383238242976946,5.76154897693776e-06,0.00288077448846888
corrected,node_203,node_204,0.0499235896923233,1.51679872210602e-05,0.00758399361053012
corrected,node_223,node_224,0.0592755980240596,3.51907922055632e-05,0.0175953961027816
corrected,node_223,node_240,0.0264876555229181,2.56209707237665e-05,0.0128104853618833
corrected,node_167,node_168,0.0310758106264843,3.62193229254061e-06,0.00181096614627031
corrected,node_184,node_185,0.0265671003064945,3.77513897540978e-06,0.00188756948770489
corrected,node_197,node_198,0.0390951472309496,4.55659798997256e-06,0.00227829899498628
corrected,node_204,node_205,0.0362140207266639,8.06622951593218e-06,0.00403311475796609
corrected,node_204,node_208,0.0445806896711729,1.28554438195669e-05,0.00642772190978346
corrected,node_224,node_225,0.0378860391586792,1.05794381237909e-05,0.00528971906189547
corrected,node_240,node_241,0.0301285519528066,2.89317873133384e-05,0.0144658936566692
corrected,node_185,node_186,0.0302911170440661,3.53047507972417e-06,0.00176523753986209
corrected,node_205,node_206,0.0251391147715707,3.57222470222903e-06,0.00178611235111452
corrected,node_208,node_209,0.0173260651162734,3.66202590800812e-06,0.00183101295400406
corrected,node_208,node_212,0.0256619448970084,6.69640092335032e-06,0.00334820046167516
corrected,node_225,node_226,0.0295383312290615,8.04865951110787e-06,0.00402432975555393
corrected,node_241,node_242,0.0777619503909797,4.24448701607654e-05,0.0212224350803827
corrected,node_241,node_250,0.0586780848425961,5.6114448669903e-05,0.0280572243349515
corrected,node_206,node_207,0.0340973015794885,3.97409159051815e-06,0.00198704579525907
corrected,node_209,node_210,0.0440516588722799,6.25966448809419e-06,0.0031298322440471
corrected,node_212,node_213,0.0224072784383154,3.78562962488189e-06,0.00189281481244095
corrected,node_212,node_214,0.0202459102414825,4.47857639906372e-06,0.00223928819953186
corrected,node_212,node_220,0.0224072784383154,4.42919995617361e-06,0.0022145999780868
corrected,node_226,node_227,0.0328475414996875,8.71830796496018e-06,0.00435915398248009
corrected,node_242,node_243,0.0292728318866014,4.59249198019019e-06,0.0022962459900951
corrected,node_242,node_244,0.0528117985945354,1.09837428613212e-05,0.00549187143066059
corrected,node_250,node_251,0.0479914440480874,4.57042187985137e-05,0.0228521093992569
corrected,node_210,node_211,0.050612949325043,5.89901508232463e-06,0.00294950754116232
corrected,node_214,node_215,0.0381056722829355,7.26584453683094e-06,0.00363292226841547
corrected,node_220,node_221,0.0308532785505759,4.3841974860531e-06,0.00219209874302655
corrected,node_227,node_228,0.0820416860168863,1.5837739632287e-05,0.00791886981614351
corrected,node_227,node_230,0.0491540359155379,1.22734046087562e-05,0.00613670230437811
corrected,node_244,node_245,0.0451880764823099,8.61629040949693e-06,0.00430814520474847
corrected,node_251,node_252,0.0356265699914178,3.39001413982033e-05,0.0169500706991017
corrected,node_215,node_216,0.0312420670520464,4.41102555820726e-06,0.00220551277910363
corrected,node_215,node_217,0.0218238420426471,3.67334678663911e-06,0.00183667339331956
corrected,node_221,node_222,0.0306754640362248,3.57527129756616e-06,0.00178763564878308
corrected,node_228,node_229,0.051066984245266,5.95193353260298e-06,0.00297596676630149
corrected,node_230,node_231,0.0488020195910358,1.13824837705911e-05,0.00569124188529557
corrected,node_245,node_246,0.033948300435705,6.00980988111482e-06,0.00300490494055741
corrected,node_252,node_253,0.0618112605723823,3.35152189400854e-05,0.0167576094700427
corrected,node_252,node_261,0.0405198067253825,3.8392897323381e-05,0.0191964486616905
corrected,node_217,node_218,0.0170385979935773,2.42115528717179e-06,0.0012105776435859
corrected,node_231,node_232,0.0398994098185178,7.10128449985846e-06,0.00355064224992923
corrected,node_231,node_234,0.0177624944404573,3.77845626624898e-06,0.00188922813312449
corrected,node_246,node_247,0.0328256213771168,5.29273071339826e-06,0.00264636535669913
corrected,node_253,node_254,0.0536955768441834,1.14797939234406e-05,0.00573989696172028
corrected,node_261,node_262,0.0493783233312078,2.80272978048584e-05,0.0140136489024292
corrected,node_261,node_275,0.0289730717316472,2.71806297147891e-05,0.0135903148573946
corrected,node_218,node_219,0.0273070835650882,3.18268150647072e-06,0.00159134075323536
corrected,node_232,node_233,0.023841514111483,2.77876419384051e-06,0.00138938209692025
corrected,node_234,node_235,0.0305826049590357,4.99354382350532e-06,0.00249677191175266
corrected,node_234,node_237,0.0536038871099739,9.35267410061429e-06,0.00467633705030715
corrected,node_247,node_248,0.0372967762452379,5.29980735707598e-06,0.00264990367853799
corrected,node_254,node_255,0.0383691013529137,7.78151984996344e-06,0.00389075992498172
corrected,node_262,node_263,0.0450716808844229,1.16290578426502e-05,0.00581452892132508
corrected,node_275,node_276,0.0385381065085973,3.59168425162013e-05,0.0179584212581007
corrected,node_235,node_236,0.0336571431546855,3.92279046657355e-06,0.00196139523328678
corrected,node_237,node_238,0.0322551786065639,4.08301791409805e-06,0.00204150895704902
corrected,node_237,node_239,0.0294239360927776,3.72462542016863e-06,0.00186231271008431
corrected,node_248,node_249,0.0441424362431789,5.14486708721049e-06,0.00257243354360524
corrected,node_255,node_256,0.0323703097536838,6.17224744213881e-06,0.00308612372106941
corrected,node_263,node_264,0.0439386374441386,1.09943868092526e-05,0.00549719340462632
corrected,node_276,node_277,0.0547954679769856,3.19802334413105e-05,0.0159901167206552
corrected,node_276,node_295,0.0632126776939988,5.8380034383413e-05,0.0291900171917065
corrected,node_256,node_257,0.0854365729626831,1.20626751845906e-05,0.00603133759229528
corrected,node_256,node_258,0.0271065649313384,4.56252446259362e-06,0.00228126223129681
corrected,node_264,node_265,0.0268054966850431,6.48658492089039e-06,0.00324329246044519
corrected,node_277,node_278,0.0490850155599718,1.43318459549562e-05,0.00716592297747812
corrected,node_295,node_296,0.0436263104402872,3.99235795898627e-05,0.0199617897949313
corrected,node_258,node_259,0.0321937228536611,4.57467230169211e-06,0.00228733615084606
corrected,node_265,node_266,0.0584421972623991,1.13215948550664e-05,0.0056607974275332
corrected,node_265,node_269,0.0457764561303586,9.93860533633452e-06,0.00496930266816726
corrected,node_278,node_279,0.0450994864342286,1.20547972575612e-05,0.00602739862878061
corrected,node_278,node_290,0.0475213995537712,1.11520745798455e-05,0.00557603728992274
corrected,node_296,node_297,0.0237615779966648,2.17244802342482e-05,0.0108622401171241
corrected,node_259,node_260,0.0569246720740931,6.63465582621773e-06,0.00331732791310886
corrected,node_266,node_267,0.0327136293631674,4.64855011692086e-06,0.00232427505846043
corrected,node_269,node_270,0.0915713626658665,1.34610084448237e-05,0.00673050422241186
corrected,node_269,node_271,0.0303827851746962,5.56889369767725e-06,0.00278444684883863
corrected,node_279,node_280,0.0225641342171374,4.66741130947858e-06,0.00233370565473929
corrected,node_279,node_284,0.0591309360695566,1.30802918504034e-05,0.00654014592520168
corrected,node_290,node_291,0.0238645117232486,4.22469391756406e-06,0.00211234695878203
corrected,node_297,node_298,0.0445049510355981,4.06513086283041e-05,0.020325654314152
corrected,node_267,node_268,0.0325362195359721,3.7921451392195e-06,0.00189607256960975
corrected,node_271,node_272,0.038846479754062,6.26352062432111e-06,0.00313176031216055
corrected,node_280,node_281,0.0530457704865817,7.9748253280721e-06,0.00398741266403605
corrected,node_280,node_283,0.0355577720779106,4.78318442960983e-06,0.00239159221480491
corrected,node_284,node_285,0.0409292406327349,7.80423180149931e-06,0.00390211590074965
corrected,node_291,node_292,0.0413575769094604,6.66840438527162e-06,0.00333420219263581
corrected,node_298,node_299,0.0443074382171172,4.04328062797206e-05,0.0202164031398603
corrected,node_272,node_273,0.0376043922786815,5.34351906305505e-06,0.00267175953152753
corrected,node_281,node_282,0.0616729918191723,7.18807960739348e-06,0.00359403980369674
corrected,node_285,node_286,0.0531627377882298,8.36024998487905e-06,0.00418012499243952
corrected,node_285,node_288,0.0513460885478487,8.07456789971396e-06,0.00403728394985698
corrected,node_292,node_293,0.0377470471090416,5.36379006756476e-06,0.00268189503378238
corrected,node_299,node_300,0.0521190556469248,3.16494881710983e-05,0.0158247440855491
corrected,node_299,node_328,0.0376419607028725,3.38513190940557e-05,0.0169256595470279
corrected,node_273,node_274,0.0280414052518156,3.26826779936711e-06,0.00163413389968355
corrected,node_286,node_287,0.0444969425553233,5.18618532908351e-06,0.00259309266454175
corrected,node_288,node_289,0.0547194946637874,6.37763909480669e-06,0.00318881954740335
corrected,node_293,node_294,0.0566965187287658,6.60806421195464e-06,0.00330403210597732
corrected,node_300,node_301,0.0440665454799532,1.5190785043487e-05,0.00759539252174352
corrected,node_328,node_329,0.0307045975734085,2.7206788006152e-05,0.013603394003076
corrected,node_301,node_302,0.0206058228516595,7.00731750586233e-06,0.00350365875293116
corrected,node_329,node_330,0.0524705847142711,2.9390401933279e-05,0.0146952009666395
corrected,node_329,node_347,0.0421084268391997,3.69429660928844e-05,0.0184714830464422
corrected,node_302,node_303,0.0367636618547154,1.23266128353038e-05,0.00616330641765189
corrected,node_330,node_331,0.0518007303961123,1.48012451904172e-05,0.00740062259520862
corrected,node_347,node_348,0.0823398711820572,5.31196850783425e-05,0.0265598425391712
corrected,node_347,node_403,0.0276641212243327,2.32710278468967e-05,0.0116355139234483
corrected,node_303,node_304,0.0785366671648408,1.62120976526167e-05,0.00810604882630837
corrected,node_303,node_305,0.0407073122122547,1.33458642583204e-05,0.00667293212916018
corrected,node_331,node_332,0.0240696805521522,6.72130689076197e-06,0.00336065344538098
corrected,node_348,node_349,0.0782611531307229,2.62852960152656e-05,0.0131426480076328
corrected,node_348,node_359,0.0860329825874222,3.67414832566226e-05,0.0183707416283113
corrected,node_403,node_404,0.0208086205926614,1.69199322391666e-05,0.00845996611958331
corrected,node_305,node_306,0.0284127499830474,6.88365953061002e-06,0.00344182976530501
corrected,node_305,node_310,0.0611594525271964,1.88886104712771e-05,0.00944430523563857
corrected,node_332,node_333,0.0255254685610025,6.95522721699553e-06,0.00347761360849777
corrected,node_349,node_350,0.0667974238738659,1.55796952571454e-05,0.00778984762857268
corrected,node_359,node_360,0.0567471908140001,2.02558401140654e-05,0.0101279200570327
corrected,node_359,node_380,0.0379252317179964,1.38580506509297e-05,0.00692902532546483
corrected,node_404,node_405,0.0208972750231228,1.6970060356719e-05,0.00848503017835951
corrected,node_306,node_307,0.0440970299170388,7.11010773962849e-06,0.00355505386981424
corrected,node_310,node_311,0.0316032408736983,7.2552873581605e-06,0.00362764367908025
corrected,node_310,node_315,0.0453616165342335,1.26226149461513e-05,0.00631130747307566
corrected,node_333,node_334,0.0235160198396238,4.61621199963153e-06,0.00230810599981576
corrected,node_333,node_336,0.0205349321934487,5.28880564857867e-06,0.00264440282428934
corrected,node_350,node_351,0.0371747581777005,7.66305074015982e-06,0.00383152537007991
corrected,node_350,node_356,0.0451072835130709,8.54771757105643e-06,0.00427385878552821
corrected,node_360,node_361,0.0208159781592826,6.32439479331788e-06,0.00316219739665894
corrected,node_380,node_381,0.0371746031409611,1.1904249527904e-05,0.00595212476395202
corrected,node_405,node_406,0.102832439822588,5.21016858102879e-05,0.0260508429051439
corrected,node_405,node_418,0.0290247264087681,2.33529211655795e-05,0.0116764605827898
corrected,node_307,node_308,0.0397191672856624,5.64402493162831e-06,0.00282201246581416
corrected,node_311,node_312,0.0301958816809751,4.86871729113553e-06,0.00243435864556776
corrected,node_315,node_316,0.0449231441307379,1.15907335009246e-05,0.00579536675046228
corrected,node_334,node_335,0.0217018618807754,2.52938452029462e-06,0.00126469226014731
corrected,node_336,node_337,0.0192520022608018,4.65873656545765e-06,0.00232936828272883
corrected,node_351,node_352,0.0345489459841317,6.11614114087315e-06,0.00305807057043657
corrected,node_356,node_357,0.0420579710144327,5.9763648938543e-06,0.00298818244692715
corrected,node_361,node_362,0.0213860882272425,4.76348918533367e-06,0.00238174459266684
